,sim,label,pair_id
0,-0.0741916075348854,1.0,1316
1,0.5315617322921753,1.0,2510
2,0.8979657292366028,1.0,761
3,0.09342141449451447,0.0,1859
4,0.4586908221244812,1.0,2564
5,0.9203077554702759,1.0,730
6,-0.007175852078944445,1.0,1214
7,0.3595716655254364,1.0,2681
8,0.38144204020500183,1.0,2634
9,0.879571259021759,1.0,1167
10,0.9477691650390625,1.0,657
11,0.8159140944480896,1.0,2645
12,0.3493407070636749,1.0,2550
13,0.09175705909729004,0.0,200
14,0.28490033745765686,1.0,2677
15,0.5475844740867615,1.0,2319
16,0.8649029731750488,1.0,1258
17,-0.03591759130358696,0.0,1527
18,0.09629838168621063,1.0,2635
19,0.3204505741596222,1.0,1062
20,0.14068184792995453,0.0,228
21,0.20577192306518555,0.0,349
22,0.09233233332633972,0.0,391
23,0.14851677417755127,0.0,57
24,0.5500828623771667,1.0,2511
25,0.9290083050727844,1.0,2464
26,0.5489609241485596,1.0,1084
27,0.37986519932746887,1.0,2459
28,0.7425211071968079,1.0,1194
29,0.9510030150413513,1.0,432
30,0.42935293912887573,0.0,2119
31,0.6979259252548218,1.0,2504
32,0.31864428520202637,1.0,2374
33,0.5522508025169373,1.0,1056
34,0.9515349268913269,1.0,780
35,0.1082334890961647,1.0,2712
36,0.20535334944725037,1.0,2644
37,0.40182358026504517,1.0,2552
38,0.6414923667907715,1.0,2507
39,0.6018140912055969,1.0,2454
40,0.8585598468780518,1.0,1321
41,0.4079129099845886,1.0,1023
42,0.018735509365797043,0.0,117
43,0.23198670148849487,0.0,1493
44,0.2709931433200836,1.0,2384
45,0.258444219827652,1.0,2294
46,0.5518501996994019,1.0,2694
47,0.48251181840896606,1.0,2615
48,0.5616538524627686,1.0,2484
49,0.596949577331543,1.0,2412
50,0.7494109272956848,1.0,2370
51,0.5232900381088257,1.0,2238
52,0.14169463515281677,1.0,1292
53,0.5522235631942749,1.0,1257
54,0.9166297316551208,1.0,1180
55,0.9519284963607788,1.0,908
56,0.9390965700149536,1.0,742
57,0.9510103464126587,1.0,731
58,0.8523387312889099,1.0,702
59,0.19261261820793152,0.0,111
60,0.11668260395526886,0.0,2187
61,0.0933830738067627,0.0,1849
62,0.19358721375465393,0.0,1382
63,0.19637799263000488,0.0,1357
64,0.6247372031211853,1.0,2433
65,0.7329968214035034,1.0,2346
66,0.1369900107383728,1.0,2221
67,0.9518340229988098,1.0,985
68,0.9497998952865601,1.0,909
69,0.9575067758560181,1.0,890
70,0.9479647278785706,1.0,819
71,0.9515045881271362,1.0,652
72,0.9249790906906128,1.0,567
73,0.9559585452079773,1.0,512
74,0.9516577124595642,1.0,502
75,0.37017884850502014,0.0,175
76,0.35229599475860596,0.0,50
77,0.3280654549598694,0.0,2044
78,0.15746252238750458,0.0,1753
79,0.011767841875553131,0.0,493
80,0.7067316770553589,1.0,2630
81,0.4414471387863159,1.0,2594
82,0.3020201623439789,1.0,2498
83,-0.10965476930141449,1.0,2461
84,0.6750177145004272,1.0,2388
85,0.6763983964920044,1.0,2378
86,0.5619814395904541,1.0,2277
87,0.19565649330615997,1.0,2274
88,0.6891593933105469,1.0,1302
89,0.8107608556747437,1.0,1140
90,0.756170392036438,1.0,1095
91,0.5448244214057922,1.0,1080
92,0.18685570359230042,1.0,1049
93,0.9516975283622742,1.0,994
94,0.9465943574905396,1.0,729
95,0.9520420432090759,1.0,499
96,0.48617035150527954,0.0,381
97,0.17318566143512726,0.0,279
98,0.21978522837162018,0.0,240
99,0.31913474202156067,0.0,137
100,-0.029418788850307465,0.0,41
101,0.1543826460838318,0.0,36
102,0.2823278605937958,0.0,14
103,0.008539742790162563,0.0,2062
104,0.14990808069705963,0.0,2061
105,0.041578467935323715,0.0,1873
106,0.10707144439220428,0.0,1650
107,0.40087592601776123,0.0,1537
108,0.3091370165348053,0.0,1481
109,0.8149756789207458,1.0,2692
110,0.7773973941802979,1.0,2614
111,0.5804826617240906,1.0,2583
112,0.5936822891235352,1.0,2533
113,0.4341142475605011,1.0,2514
114,0.7970097064971924,1.0,2488
115,0.24478499591350555,1.0,2468
116,0.6069351434707642,1.0,2428
117,0.601648211479187,1.0,2426
118,0.1899781972169876,1.0,2394
119,0.4467042088508606,1.0,2389
120,0.49847885966300964,1.0,2308
121,0.9398227334022522,1.0,2228
122,0.4858315587043762,1.0,1289
123,0.5811013579368591,1.0,1240
124,0.4765342175960541,1.0,1151
125,0.43197211623191833,1.0,1137
126,0.7452988028526306,1.0,1043
127,0.16818052530288696,1.0,1030
128,0.8348392844200134,1.0,980
129,0.8903352618217468,1.0,928
130,0.8478272557258606,1.0,902
131,0.9515389800071716,1.0,894
132,0.957205593585968,1.0,873
133,0.852388322353363,1.0,871
134,0.9548627138137817,1.0,869
135,0.9671871662139893,1.0,796
136,0.872366189956665,1.0,686
137,0.9653730988502502,1.0,675
138,0.9555262923240662,1.0,603
139,0.8495780825614929,1.0,481
140,0.1715831756591797,0.0,285
141,0.15862256288528442,0.0,2040
142,0.3656678795814514,0.0,1583
143,0.1940021812915802,0.0,1385
144,0.25163567066192627,0.0,1375
145,0.24203146994113922,0.0,304
146,0.03531618416309357,0.0,293
147,0.1901405304670334,0.0,249
148,0.14757969975471497,0.0,1824
149,0.44381409883499146,0.0,2079
150,0.9234824180603027,1.0,2708
151,0.7064048647880554,1.0,2685
152,0.8100143074989319,1.0,2628
153,0.4854297935962677,1.0,2573
154,0.5665246844291687,1.0,2572
