,sim,label,pair_id
0,0.07699757814407349,0.0,810
1,0.02405056729912758,1.0,5755
2,0.522245466709137,1.0,4275
3,0.6935049295425415,1.0,2802
4,0.08909089118242264,1.0,5465
5,0.08909089118242264,1.0,5464
6,0.40183499455451965,1.0,4391
7,0.06235754117369652,0.0,1036
8,0.7878921031951904,1.0,3372
9,0.12552005052566528,0.0,1102
10,0.1037280410528183,0.0,756
11,0.1320030689239502,0.0,1319
12,0.018022919073700905,0.0,5335
13,0.6455937623977661,1.0,6720
14,0.4618159830570221,1.0,4528
15,0.24807864427566528,0.0,5085
16,0.41289305686950684,1.0,5786
17,0.6025850772857666,1.0,3298
18,0.11912873387336731,0.0,712
19,0.6038943529129028,1.0,3050
20,0.26903602480888367,1.0,5895
21,0.33017581701278687,1.0,4850
22,0.7860330939292908,1.0,4012
23,0.18802596628665924,0.0,833
24,0.10245756059885025,1.0,4247
25,0.25924769043922424,0.0,1320
26,0.20389315485954285,0.0,1112
27,0.31813952326774597,1.0,6733
28,0.2216467410326004,1.0,6146
29,0.3443717062473297,1.0,5756
30,0.3774053454399109,1.0,4229
31,0.7230629920959473,1.0,3619
32,0.12877316772937775,0.0,2476
33,0.09176982939243317,0.0,2433
34,-0.05099218711256981,0.0,4985
35,0.00965939462184906,0.0,1915
36,0.24280598759651184,0.0,1715
37,0.6022833585739136,1.0,6355
38,0.6108446717262268,1.0,6354
39,0.0013538129860535264,1.0,5815
40,0.3975333869457245,1.0,5432
41,0.6680537462234497,1.0,4734
42,0.45224958658218384,1.0,4368
43,0.7090334296226501,1.0,3883
44,0.8914645910263062,1.0,3424
45,0.7141006588935852,1.0,3010
46,0.9181954264640808,1.0,2930
47,0.10659871995449066,0.0,2219
48,0.08241604268550873,0.0,2160
49,0.17760886251926422,0.0,1535
50,0.15256096422672272,0.0,952
51,0.5618769526481628,1.0,6719
52,0.6616291999816895,1.0,6251
53,0.34575793147087097,1.0,5548
54,0.7138810157775879,1.0,4140
55,0.7259785532951355,1.0,3934
56,0.8462779521942139,1.0,3899
57,0.7332372069358826,1.0,3520
58,0.7338126301765442,1.0,3011
59,0.32139909267425537,0.0,2453
60,0.36440467834472656,0.0,1957
61,0.017818378284573555,0.0,1118
62,0.18587012588977814,0.0,419
63,0.015971435233950615,0.0,142
64,0.12742535769939423,0.0,5027
65,0.19491596519947052,1.0,6702
66,0.3207710087299347,1.0,6420
67,0.5433474183082581,1.0,6140
68,0.2810026705265045,1.0,6108
69,0.46018439531326294,1.0,6062
70,0.30619341135025024,1.0,6031
71,0.4433542490005493,1.0,5646
72,0.6441185474395752,1.0,4802
73,0.3364451825618744,1.0,4507
74,0.7114453911781311,1.0,4331
75,0.48781657218933105,1.0,4307
76,0.8577545285224915,1.0,4011
77,0.7370725274085999,1.0,3810
78,0.7589982748031616,1.0,3596
79,0.6439083218574524,1.0,3518
80,0.9544005393981934,1.0,3511
81,0.7158957123756409,1.0,2727
82,0.26250723004341125,0.0,2131
83,0.28878965973854065,0.0,1798
84,0.09455787390470505,0.0,1327
85,0.2744988203048706,0.0,1121
86,0.08002067357301712,0.0,774
87,0.22174903750419617,0.0,384
88,0.3506792485713959,0.0,295
89,0.11171844601631165,0.0,3759
90,0.15917834639549255,0.0,4448
91,0.26099616289138794,1.0,6779
92,0.6693480014801025,1.0,6715
93,0.840141236782074,1.0,6497
94,0.3294079005718231,1.0,6493
95,0.39729541540145874,1.0,5991
96,0.5596218705177307,1.0,5693
97,0.5094263553619385,1.0,5523
98,0.46967869997024536,1.0,5516
99,0.4494893252849579,1.0,4495
100,0.5047511458396912,1.0,4457
101,0.6739751100540161,1.0,4445
102,0.023481497541069984,1.0,4338
103,0.9204216003417969,1.0,4053
104,0.8299740552902222,1.0,3458
105,0.7226803302764893,1.0,3369
106,0.7253789305686951,1.0,3084
107,0.7704771161079407,1.0,2830
108,0.3196849524974823,0.0,2612
109,0.29179567098617554,0.0,2387
110,0.2173810601234436,0.0,2302
111,0.1717764139175415,0.0,2108
112,0.016198279336094856,0.0,2062
113,0.3449554443359375,0.0,1890
114,0.1770438700914383,0.0,1199
115,0.21625109016895294,0.0,1196
116,0.16561059653759003,0.0,5166
117,0.7181597948074341,1.0,6671
118,0.3577181398868561,1.0,6571
119,0.3577181398868561,1.0,6570
120,0.6335354447364807,1.0,6535
121,0.7620856761932373,1.0,6276
122,0.695338249206543,1.0,5924
123,0.23799045383930206,1.0,5874
124,0.6390024423599243,1.0,4849
125,0.4270879030227661,1.0,4728
126,0.4608628451824188,1.0,4301
127,0.1738765984773636,1.0,4256
128,0.7134853601455688,1.0,4146
129,0.8179742693901062,1.0,3864
130,0.8541359901428223,1.0,3718
131,0.7571161389350891,1.0,3697
132,0.7171429991722107,1.0,3503
133,0.7227555513381958,1.0,3333
134,0.7744444012641907,1.0,3269
135,0.7195960283279419,1.0,3241
136,0.7540474534034729,1.0,3151
137,0.7413984537124634,1.0,3067
138,0.9128657579421997,1.0,3035
139,0.8546060919761658,1.0,2816
140,0.10262391716241837,0.0,2565
141,0.09661705046892166,0.0,2544
142,0.219307541847229,0.0,2301
143,0.1309162974357605,0.0,1996
144,0.2510572671890259,0.0,1747
145,0.25798729062080383,0.0,1608
146,0.17269568145275116,0.0,1158
147,0.14125652611255646,0.0,935
148,0.21687325835227966,0.0,887
149,0.2143409103155136,0.0,591
150,0.08164231479167938,0.0,297
151,0.2946535050868988,0.0,277
152,0.14378376305103302,0.0,52
153,0.12458755820989609,0.0,39
154,0.19408641755580902,0.0,5299
