,sim,label,pair_id
0,0.6223520040512085,1.0,2523
1,0.9539809823036194,1.0,731
2,0.7003350853919983,1.0,1086
3,0.8680705428123474,1.0,961
4,0.277588814496994,1.0,2468
5,0.15663132071495056,1.0,1361
6,0.8778865337371826,1.0,1359
7,0.15663132071495056,1.0,1358
8,0.7881545424461365,1.0,1069
9,0.9169333577156067,1.0,813
10,0.9243267178535461,1.0,812
11,0.0290595144033432,0.0,1401
12,0.952285647392273,1.0,2568
13,0.34675171971321106,1.0,2260
14,0.9096323847770691,1.0,1039
15,0.8283865451812744,1.0,1012
16,0.09864497929811478,0.0,142
17,0.164396271109581,1.0,2669
18,0.2307073026895523,1.0,2504
19,0.614898681640625,1.0,1357
20,0.9623124599456787,1.0,757
21,0.036443840712308884,0.0,321
22,0.05653594061732292,0.0,1684
23,0.21425986289978027,1.0,2770
24,0.49433210492134094,1.0,2580
25,0.8083677887916565,1.0,2579
26,0.4211193919181824,1.0,2578
27,0.5997132658958435,1.0,2577
28,0.6641733050346375,1.0,2576
29,0.7199498414993286,1.0,2575
30,0.560157835483551,1.0,2379
31,0.4901585876941681,1.0,2338
32,0.7027932405471802,1.0,1376
33,0.40859583020210266,1.0,1323
34,0.9055051803588867,1.0,798
35,0.9757053852081299,1.0,644
36,0.9694998860359192,1.0,643
37,0.9288720488548279,1.0,642
38,0.8423331379890442,1.0,638
39,0.0802229642868042,0.0,1582
40,0.7791631817817688,1.0,2738
41,0.8204306960105896,1.0,2717
42,0.8908465504646301,1.0,2715
43,0.35754111409187317,1.0,2602
44,0.4514160454273224,1.0,2601
45,0.13448745012283325,1.0,2586
46,0.21845503151416779,1.0,2449
47,0.46557891368865967,1.0,1373
48,0.354239821434021,1.0,1336
49,0.43597412109375,1.0,1335
50,0.9649338722229004,1.0,832
51,0.7996959686279297,1.0,485
52,0.19251467287540436,0.0,25
53,0.09781099855899811,0.0,8
54,0.11580666154623032,0.0,1977
55,0.1805647909641266,0.0,1930
56,0.1413334310054779,0.0,1796
57,0.386589914560318,1.0,2712
58,0.7358602285385132,1.0,2694
59,-0.019346479326486588,1.0,2690
60,0.5460709929466248,1.0,2630
61,0.7665702700614929,1.0,2608
62,0.2925388813018799,1.0,2588
63,0.7129864692687988,1.0,2484
